Date,Easting,Northing,Pool,Temp,Depth,Velocity,DO,Clarity,Stratum,Substrate,Veg_type,Veg_density,Veg_cover
08/05/2010,736658,4656651,Pool 13,26.5,0.88,0,5.2,31,Side channel,Silt/Clay/Sand,Emergent,Sparse,1 - 19%
08/05/2010,737308,4657701,Pool 13,27.7,1.02,0,3.1,44,Connected backwater,Silt/Clay/Sand,"S, E, & F",Dense,>50%
08/05/2010,639905,4844262,Pool 08,23.8,0.52,0,0.3,52,Connected backwater,Silt,"S, E, & F",Dense,>50%
08/05/2014,642205,4843712,Pool 08,25.2,0.93,0.03,10.4,93,Side channel,Sand,Emergent,Sparse,1 - 19%
08/05/2014,641505,4842362,Pool 08,25,0.4,0,9.6,40,Side channel,Silt,"S, E, & F",Dense,>50%
08/05/2015,637055,4853312,Pool 08,23.5,0.85,0,3.4,85,Isolated,Silt,"S, E, & F",Dense,>50%
08/05/2015,637455,4852912,Pool 08,21.8,0.53,0,0,53,Isolated,Silt,"S, E, & F",Dense,>50%
08/05/2021,639705,4843762,Pool 08,23.8,1.89,0.03,6.6,113,Connected backwater,Silt/Clay/Sand,"S, E, & F",Dense,>50%
08/09/2004,737458,4657251,Pool 13,23.9,0.7,0,5.1,70,Connected backwater,Silt/Clay/Sand,S & E,Dense,20 - 49%
08/11/2021,643455,4834512,Pool 08,24.1,0.71,0,1.9,13,Isolated,Silt,"S, E, & F",Dense,>50%
09/23/1993,639853,4836508,Pool 08,12.9,0.4,0.01,10,26,Connected backwater,Silt,S & E,Sparse,1 - 19%
09/27/1993,640855,4842493,Pool 08,13.1,0.3,0,10.6,30,Side channel,Silt,S & E,Dense,>50%
09/27/1993,641256,4841309,Pool 08,15.1,0.8,0.09,10.2,61,Side channel,Silt/Clay/Sand,Emergent,Sparse,1 - 19%
09/27/1993,638255,4853512,Pool 08,10,0.2,0,2.1,20,Isolated,Silt,S & E,Dense,>50%
09/28/1993,643440,4834512,Pool 08,12.5,0.8,0,8,80,Isolated,Silt,Emergent,Dense,1 - 19%
09/28/1993,638255,4853312,Pool 08,12.8,1.4,0.03,2.7,150,Isolated,Silt,S & E,Dense,20 - 49%
10/07/1997,727108,4670901,Pool 13,23,1.8,0,8.4,62,Connected backwater,Silt,S & E,Dense,>50%
10/08/1997,580380,4914258,Pool 04,18.4,0.57,0.03,8.4,57,Side channel,Silt,Submergent,Dense,>50%
10/08/1997,736708,4656801,Pool 13,20.9,0.75,0.11,8.3,38,Side channel,Silt/Clay/Sand,S & E,Sparse,1 - 19%
10/08/1997,737308,4659501,Pool 13,22.8,0.59,0,9.4,51,Connected backwater,Silt,S & E,Sparse,20 - 49%
10/08/1997,579680,4914908,Pool 04,19.2,1.1,0.01,7.7,110,Connected backwater,Silt,Floating,Sparse,1 - 19%
10/08/2012,637255,4853512,Pool 08,8.7,0.7,0,10.1,70,Isolated,Silt,"S, E, & F",Dense,>50%
10/08/2012,638055,4853512,Pool 08,11.5,2.4,0,6.2,240,Isolated,Silt,"S, E, & F",Dense,>50%
10/08/2018,641455,4834512,Pool 08,12.9,0.65,0.06,9.4,65,Impounded lake,Silt,"S, E, & F",Dense,>50%
10/08/2018,640655,4831912,Pool 08,12.7,1.56,0.12,8.7,156,Impounded lake,Silt/Clay/Sand,Submergent,Dense,>50%
10/08/2018,642655,4831712,Pool 08,12.8,1.1,0.06,9.2,90,Impounded lake,Silt,S & E,Dense,>50%
10/09/1996,733358,4669001,Pool 13,13.1,0.3,0,11.9,30,Connected backwater,Silt,Floating,Sparse,1 - 19%
10/09/1997,637055,4853712,Pool 08,18.3,0.71,0,4.3,59,Isolated,Silt,S & E,Dense,>50%
10/09/1997,638255,4853312,Pool 08,18.7,0.9,0.02,5.1,87,Isolated,Silt,S & E,Dense,>50%
10/09/1997,736808,4651001,Pool 13,20.1,0.35,0.14,8.9,28,Impounded lake,Silt/Clay/Sand,Submergent,Dense,1 - 19%
10/09/2000,639355,4843862,Pool 08,7.6,0.66,0,13.4,66,Connected backwater,Silt,S & E,Dense,>50%
10/09/2000,641855,4831912,Pool 08,10.2,1.08,0.01,10.5,108,Impounded lake,Sand,Submergent,Sparse,1 - 19%
10/09/2000,735608,4644801,Pool 13,10.2,1.28,0.04,10.1,66,Impounded lake,Silt/Clay/Sand,Submergent,Sparse,1 - 19%
10/09/2000,734008,4646601,Pool 13,8.5,0.86,0.02,12.8,86,Impounded lake,Silt/Clay/Sand,Submergent,Sparse,1 - 19%
10/09/2006,640755,4841312,Pool 08,15,1.47,0.11,9.8,75,Connected backwater,Silt,"S, E, & F",Sparse,20 - 49%
10/09/2006,641455,4836712,Pool 08,13.9,1.68,0,11.2,168,Impounded lake,Silt/Clay/Sand,Submergent,Sparse,1 - 19%
10/09/2012,639205,4834862,Pool 08,11.5,1.31,0.07,12.3,69,Side channel,Silt/Clay/Sand,"S, E, & F",Dense,20 - 49%
10/09/2012,639505,4834512,Pool 08,11.4,1.65,0,12.5,67,Connected backwater,Silt/Clay/Sand,"S, E, & F",Dense,>50%
10/09/2017,640505,4829512,Pool 08,17.3,1.04,0.1,8.1,79,Side channel,Silt,S & E,Sparse,>50%
10/09/2017,643005,4840412,Pool 08,16,0.3,0.01,4.5,30,Connected backwater,Silt,"S, E, & F",Dense,>50%
10/09/2023,642955,4841062,Pool 08,14.9,0.9,0.07,8,90,Side channel,Sand,S & E,Sparse,20 - 49%
10/09/2023,642855,4847962,Pool 08,15.7,0.53,0,8.4,53,Side channel,Silt/Clay/Sand,"S, E, & F",Sparse,20 - 49%
10/09/2023,644455,4845062,Pool 08,13.1,0.42,0,8.4,42,Connected backwater,Silt,"S, E, & F",Dense,20 - 49%
10/09/2024,639655,4835762,Pool 08,17.9,1.34,0.05,7.1,54,Side channel,Silt/Clay/Sand,S & E,Sparse,>50%
10/09/2024,639655,4829712,Pool 08,16.6,0.56,0,9.1,56,Impounded lake,Silt,"S, E, & F",Dense,>50%
10/09/2024,640855,4833912,Pool 08,17.6,0.42,0,8.1,42,Impounded lake,Silt,S & E,Sparse,20 - 49%
10/10/1996,637755,4857712,Pool 08,13.1,0.55,0.04,17.9,38,Connected backwater,Silt,S & E,Dense,20 - 49%
10/10/1996,637255,4852912,Pool 08,10.9,0.44,0,8.3,44,Isolated,Silt,S & E,Dense,>50%
10/10/1996,637055,4853112,Pool 08,9.3,0.44,0,8.6,44,Isolated,Silt,S & E,Dense,>50%
10/10/1997,579780,4913708,Pool 04,16.3,0.67,0,9.3,67,Side channel,Silt/Clay/Sand,Submergent,Sparse,>50%
10/10/2001,639205,4855312,Pool 08,13.1,1.31,0.02,10.5,104,Side channel,Sand,"S, E, & F",Sparse,1 - 19%
10/10/2005,738658,4644601,Pool 13,15,0.51,0,11.2,51,Connected backwater,Silt/Clay/Sand,S & E,Dense,>50%
10/10/2005,735008,4644801,Pool 13,15.2,1.2,0.04,9.6,51,Impounded lake,Silt/Clay/Sand,Submergent,Sparse,1 - 19%
10/10/2006,640455,4839562,Pool 08,13.7,0.87,0.07,8.7,87,Side channel,Silt,"S, E, & F",Dense,>50%
10/10/2006,643055,4836312,Pool 08,12.6,1.26,0,10.5,126,Impounded lake,Silt,Floating,Dense,20 - 49%
10/10/2011,580129,4916908,Pool 04,18.4,0.98,0.01,12.1,98,Connected backwater,Silt,S & E,Dense,>50%
10/10/2011,579880,4915408,Pool 04,18.7,0.49,0,1,49,Connected backwater,Silt,"S, E, & F",Dense,>50%
10/10/2011,729358,4670601,Pool 13,20.3,0.4,0,9.2,40,Connected backwater,Silt/Clay/Sand,Submergent,Sparse,20 - 49%
10/10/2011,641055,4839112,Pool 08,18.4,0.74,0,12,74,Impounded lake,Silt/Clay/Sand,S & E,Sparse,20 - 49%
10/10/2011,642055,4833512,Pool 08,18.9,0.59,0.04,12.7,59,Impounded lake,Sand,Submergent,Sparse,>50%
10/10/2011,641655,4839312,Pool 08,19,0.82,0,13.8,78,Impounded lake,Silt/Clay/Sand,"S, E, & F",Sparse,>50%
10/10/2012,640005,4838562,Pool 08,9.2,0.68,0,11.9,57,Side channel,Silt/Clay/Sand,"S, E, & F",Dense,>50%
10/10/2012,579730,4913258,Pool 04,10.8,0.17,0,8.4,17,Connected backwater,Silt,"S, E, & F",Dense,>50%
10/10/2012,641655,4833312,Pool 08,9.4,0.58,0,12.5,58,Impounded lake,Silt/Clay/Sand,"S, E, & F",Dense,>50%
10/10/2012,643455,4840512,Pool 08,10.7,1.4,0.04,14.1,64,Impounded lake,Sand,"S, E, & F",Sparse,1 - 19%
10/10/2016,579830,4915958,Pool 04,15.5,0.28,0,9.4,28,Side channel,Silt,Emergent,Dense,>50%
10/10/2016,642804,4841561,Pool 08,15.9,0.96,0,5.4,96,Connected backwater,Silt,"S, E, & F",Dense,>50%
10/10/2018,642605,4845362,Pool 08,15.5,0.91,0,9.6,91,Connected backwater,Silt,"S, E, & F",Sparse,20 - 49%
10/10/2022,642505,4837612,Pool 08,14.6,2.62,0.12,8.8,161,Side channel,Silt/Clay/Sand,Floating,Sparse,1 - 19%
10/10/2022,641655,4829512,Pool 08,13.8,1.36,0.02,11.1,136,Impounded lake,Clay,Submergent,Dense,>50%
10/10/2022,641455,4829312,Pool 08,13.6,1.89,0.02,9.4,189,Impounded lake,Silt/Clay/Sand,Submergent,Sparse,20 - 49%
10/10/2022,640655,4829112,Pool 08,14.1,1.29,0.01,9.8,129,Impounded lake,Silt,"S, E, & F",Sparse,20 - 49%
10/10/2022,738008,4644001,Pool 13,11.7,0.53,0,7.7,53,Impounded lake,Sand,"S, E, & F",Dense,>50%
10/10/2022,737408,4646601,Pool 13,15.4,0.92,0,12.9,87,Impounded lake,Sand,Submergent,Sparse,1 - 19%
10/10/2022,642055,4832112,Pool 08,13.8,0.82,0.03,8.1,82,Impounded lake,Silt,"S, E, & F",Sparse,>50%
10/10/2023,639955,4838312,Pool 08,13.3,0.31,0.04,8.4,31,Connected backwater,Silt,S & E,Dense,20 - 49%
10/10/2023,641255,4831112,Pool 08,14.1,1.5,0.02,10.9,150,Impounded lake,Silt/Clay/Sand,Submergent,Dense,20 - 49%
10/10/2023,734608,4647601,Pool 13,15.4,0.4,0,7.1,18,Impounded lake,Sand,"S, E, & F",Dense,>50%
10/10/2023,640255,4831312,Pool 08,13,1.19,0.01,8.1,119,Impounded lake,Silt,"S, E, & F",Dense,20 - 49%
10/11/1996,643655,4844662,Pool 08,12,1.12,0.03,17.6,46,Side channel,Silt/Clay/Sand,Floating,Dense,20 - 49%
10/11/1999,637055,4853312,Pool 08,12.8,0.53,0,1.6,53,Isolated,Silt,S & E,Dense,>50%
10/11/2000,639205,4836212,Pool 08,10.1,1.86,0.05,11.5,119,Side channel,Sand,S & E,Sparse,1 - 19%
10/11/2000,641455,4835512,Pool 08,8.3,0.87,0,10.6,48,Impounded lake,Silt/Clay/Sand,Submergent,Sparse,1 - 19%
10/11/2005,735208,4657101,Pool 13,13.5,0.41,0,7.3,41,Connected backwater,Silt/Clay/Sand,S & E,Dense,>50%
10/11/2005,737408,4650001,Pool 13,15.3,0.78,0.06,8.1,51,Impounded lake,Silt/Clay/Sand,Submergent,Sparse,1 - 19%
10/11/2005,640655,4832912,Pool 08,15.2,1.4,0.13,9,90,Impounded lake,Silt/Clay/Sand,Submergent,Dense,20 - 49%
10/11/2005,736408,4649001,Pool 13,15.2,0.72,0.1,9.6,69,Impounded lake,Silt/Clay/Sand,Submergent,Sparse,1 - 19%
10/11/2007,581080,4915808,Pool 04,13.7,1.34,0.08,7.6,134,Connected backwater,Silt,Submergent,Dense,>50%
10/11/2007,643855,4841962,Pool 08,13.5,0.49,0,9.7,49,Connected backwater,Silt/Clay/Sand,"S, E, & F",Sparse,20 - 49%
10/11/2007,643055,4836912,Pool 08,12,0.7,0,9,70,Impounded lake,Silt,"S, E, & F",Dense,>50%
10/11/2011,641505,4842312,Pool 08,17.8,0.72,0.03,11.6,72,Side channel,Silt/Clay/Sand,"S, E, & F",Sparse,>50%
10/11/2011,642355,4840362,Pool 08,18.2,0.78,0.08,11.8,68,Connected backwater,Silt/Clay/Sand,S & E,Sparse,1 - 19%
10/11/2011,734408,4642601,Pool 13,17.7,0.7,0,11.2,70,Impounded lake,Silt/Clay/Sand,"S, E, & F",Sparse,>50%
10/11/2011,733808,4650201,Pool 13,18.4,0.42,0,5.8,42,Impounded lake,Silt,"S, E, & F",Sparse,20 - 49%
10/11/2011,737208,4646801,Pool 13,17.9,1.38,0.07,9.3,52,Impounded lake,Silt/Clay/Sand,Submergent,Sparse,1 - 19%
10/11/2012,578379,4916408,Pool 04,8.7,0.95,0.01,4.1,65,Connected backwater,Silt,"S, E, & F",Sparse,>50%
10/11/2012,734058,4668601,Pool 13,12,0.41,0,11.4,41,Connected backwater,Silt/Clay/Sand,Submergent,Sparse,1 - 19%
10/11/2012,579829,4916608,Pool 04,10.5,0.69,0,9.3,61,Connected backwater,Silt,Emergent,Dense,>50%
10/11/2016,640904,4843061,Pool 08,15.9,1.2,0.06,8.1,92,Side channel,Silt/Clay/Sand,"S, E, & F",Sparse,>50%
10/11/2016,641454,4843761,Pool 08,16.5,0.9,0.02,8.6,75,Side channel,Silt,"S, E, & F",Dense,>50%
10/11/2017,643255,4837112,Pool 08,14.5,1.09,0.03,7.7,109,Impounded lake,Silt,"S, E, & F",Sparse,>50%
10/11/2017,642255,4830112,Pool 08,14.4,2,0.13,8.1,119,Impounded lake,Silt,"S, E, & F",Sparse,>50%
10/11/2018,580080,4915808,Pool 04,9.8,0.44,0.02,9.3,44,Side channel,Silt,Emergent,Sparse,>50%
10/11/2018,639555,4852312,Pool 08,12.7,1.02,0,6.1,102,Connected backwater,Silt,Floating,Sparse,1 - 19%
10/11/2022,580980,4914258,Pool 04,16.7,0.21,0,6.1,17,Connected backwater,Silt,"S, E, & F",Dense,>50%
10/11/2022,643455,4834912,Pool 08,13.4,0.81,0,8.6,81,Isolated,Silt,Submergent,Sparse,>50%
10/11/2022,637255,4853512,Pool 08,17.4,0.31,0,7.5,31,Isolated,Silt,"S, E, & F",Dense,>50%
10/11/2022,636655,4853312,Pool 08,17.1,0.3,0,10.4,30,Isolated,Silt,"S, E, & F",Dense,>50%
10/11/2023,581130,4914658,Pool 04,14.2,0.79,0.01,9.2,79,Side channel,Silt,"S, E, & F",Sparse,1 - 19%
10/11/2023,639155,4834712,Pool 08,13.7,1.57,0.08,9,157,Side channel,Sand,Emergent,Sparse,20 - 49%
10/11/2023,638955,4836912,Pool 08,13.7,1.72,0.05,8.9,146,Side channel,Sand,Emergent,Sparse,20 - 49%
10/11/2023,580380,4917158,Pool 04,11.8,0.61,0,7,61,Connected backwater,Silt,"S, E, & F",Dense,>50%
10/11/2023,734208,4643201,Pool 13,14.7,1.14,0,9.7,114,Impounded lake,Silt/Clay/Sand,"S, E, & F",Dense,>50%
10/11/2023,643255,4831712,Pool 08,15,1.1,0,9.5,110,Impounded lake,Silt/Clay/Sand,"S, E, & F",Dense,20 - 49%
10/11/2023,734008,4647401,Pool 13,11.9,0.48,0,4.2,48,Impounded lake,Silt/Clay/Sand,"S, E, & F",Dense,>50%
10/11/2023,737608,4649601,Pool 13,15.2,0.9,0.03,8.6,39,Impounded lake,Sand,"S, E, & F",Dense,20 - 49%
10/11/2023,737608,4648401,Pool 13,14.5,1.1,0,10.7,100,Impounded lake,Silt/Clay/Sand,"S, E, & F",Dense,20 - 49%
10/12/1995,642855,4841862,Pool 08,17.1,0.9,0.01,11.1,42,Connected backwater,Silt,Floating,Sparse,20 - 49%
10/12/1999,641905,4840912,Pool 08,15.1,0.71,0.08,12,71,Side channel,Silt/Clay/Sand,S & E,Dense,20 - 49%
10/12/2000,642305,4843812,Pool 08,11.4,1.58,0.05,13.3,89,Side channel,Silt/Clay/Sand,Submergent,Sparse,1 - 19%
10/12/2000,643805,4844962,Pool 08,10.9,0.37,0,10.1,37,Side channel,Silt,S & E,Sparse,>50%
10/12/2001,735808,4655801,Pool 13,14,0.58,0.02,10.3,47,Side channel,Silt/Clay/Sand,S & E,Sparse,1 - 19%
10/12/2004,736208,4650201,Pool 13,14.9,0.54,0.02,9.6,54,Impounded lake,Silt/Clay/Sand,Submergent,Dense,20 - 49%
10/12/2005,643605,4842262,Pool 08,16.9,1.27,0,6.9,82,Connected backwater,Silt,S & E,Dense,>50%
10/12/2005,737908,4658751,Pool 13,15.2,0.51,0,8.6,51,Connected backwater,Silt/Clay/Sand,S & E,Dense,20 - 49%
10/12/2005,643455,4838512,Pool 08,14.5,1.29,0,5.3,129,Impounded lake,Silt,"S, E, & F",Dense,>50%
10/12/2006,641005,4848162,Pool 08,11.8,0.8,0,10.6,80,Side channel,Silt/Clay/Sand,Submergent,Sparse,1 - 19%
10/12/2010,636655,4853512,Pool 08,18.6,1.11,0,6.5,111,Isolated,Silt,"S, E, & F",Dense,>50%
10/12/2010,637455,4852912,Pool 08,17.9,1.05,0,10.7,72,Isolated,Silt,"S, E, & F",Dense,>50%
10/12/2010,637855,4852912,Pool 08,17.9,1.26,0,8.4,93,Isolated,Silt,"S, E, & F",Dense,>50%
10/12/2010,637055,4853112,Pool 08,18.4,1.23,0,10.6,83,Isolated,Silt,"S, E, & F",Dense,>50%
10/12/2010,640255,4831912,Pool 08,16.3,1.27,0.1,7,53,Impounded lake,Silt/Clay/Sand,Submergent,Sparse,20 - 49%
10/12/2011,735908,4660801,Pool 13,18.6,0.6,0,15.1,60,Connected backwater,Silt/Clay/Sand,"S, E, & F",Dense,>50%
10/12/2011,636655,4853512,Pool 08,19,0.72,0,4.3,72,Isolated,Silt,"S, E, & F",Dense,>50%
10/12/2011,637255,4853112,Pool 08,18.1,0.74,0,2,74,Isolated,Silt,"S, E, & F",Dense,>50%
10/12/2011,637655,4852912,Pool 08,17.9,0.57,0,0.4,57,Isolated,Silt,"S, E, & F",Dense,>50%
10/12/2011,643455,4834712,Pool 08,18.7,0.7,0,11.8,70,Isolated,Silt,"S, E, & F",Dense,>50%
10/12/2017,638155,4855562,Pool 08,14.5,2.9,0.12,7.4,78,Side channel,Silt/Clay/Sand,Floating,Sparse,1 - 19%
10/12/2017,639555,4854112,Pool 08,14.6,2.7,0,7.4,85,Side channel,Silt/Clay/Sand,Floating,Sparse,1 - 19%
10/12/2017,636955,4857662,Pool 08,15.2,2.35,0,7.3,90,Connected backwater,Clay,Floating,Sparse,1 - 19%
10/12/2017,638455,4857212,Pool 08,14.3,2,0,7.4,110,Connected backwater,Silt/Clay/Sand,Submergent,Sparse,1 - 19%
10/12/2017,637255,4853512,Pool 08,13.8,0.98,0,6.3,98,Isolated,Silt,"S, E, & F",Dense,>50%
10/12/2017,636655,4853512,Pool 08,13.8,1,0,6.8,100,Isolated,Silt,"S, E, & F",Dense,>50%
10/12/2017,636655,4853712,Pool 08,14.1,1.05,0,6.8,105,Isolated,Silt,"S, E, & F",Dense,>50%
10/12/2020,641255,4828113,Pool 08,15.4,0.88,0,7.2,88,Impounded lake,Silt/Clay/Sand,"S, E, & F",Sparse,>50%
10/12/2021,641455,4834512,Pool 08,18.7,0.61,0,7.5,61,Impounded lake,Silt,"S, E, & F",Dense,>50%
10/12/2022,579830,4912508,Pool 04,15.7,0.98,0,10.8,98,Connected backwater,Silt,"S, E, & F",Dense,>50%
10/12/2022,641605,4841662,Pool 08,15.1,0.81,0.1,9.2,81,Connected backwater,Silt/Clay/Sand,"S, E, & F",Sparse,1 - 19%
10/12/2023,637055,4853712,Pool 08,9.8,0.26,0,7.5,26,Isolated,Silt,"S, E, & F",Dense,20 - 49%
10/13/2000,644305,4842162,Pool 08,18.8,0.3,0,10.3,30,Connected backwater,Silt,S & E,Sparse,20 - 49%
10/13/2004,584980,4911458,Pool 04,11.6,0.35,0,15.1,35,Connected backwater,Silt,"S, E, & F",Dense,>50%
10/13/2005,641655,4843612,Pool 08,14.8,0.71,0,5.2,71,Connected backwater,Silt,"S, E, & F",Sparse,1 - 19%
10/13/2006,732958,4663301,Pool 13,5.7,0.4,0,9.9,40,Connected backwater,Silt/Clay/Sand,"S, E, & F",Dense,>50%
10/13/2006,732558,4664051,Pool 13,4.9,0.43,0,4.7,43,Connected backwater,Silt/Clay/Sand,"S, E, & F",Dense,>50%
10/13/2008,639855,4830712,Pool 08,16.5,0.8,0,8.8,80,Impounded lake,Silt,"S, E, & F",Dense,20 - 49%
10/13/2009,639255,4842862,Pool 08,7,0.26,0,11.8,26,Connected backwater,Silt,"S, E, & F",Dense,>50%
10/13/2009,639305,4844262,Pool 08,7,0.42,0,7.8,42,Connected backwater,Silt,"S, E, & F",Dense,>50%
10/13/2010,640105,4840662,Pool 08,16.9,0.91,0.03,5.9,91,Side channel,Sand,S & E,Sparse,20 - 49%
10/13/2010,640655,4835312,Pool 08,16.8,0.85,0.07,8.2,61,Impounded lake,Silt,"S, E, & F",Sparse,20 - 49%
10/13/2011,641355,4845312,Pool 08,18.5,0.37,0.02,11.5,37,Side channel,Sand,"S, E, & F",Sparse,20 - 49%
10/13/2011,640605,4842412,Pool 08,18.1,0.9,0.12,12.3,82,Side channel,Sand,"S, E, & F",Sparse,1 - 19%
10/13/2011,639405,4841962,Pool 08,17.7,0.29,0,8.8,29,Connected backwater,Silt,"S, E, & F",Dense,>50%
10/13/2015,639155,4834812,Pool 08,15.2,1.51,0.13,10.1,115,Side channel,Sand,"S, E, & F",Dense,20 - 49%
10/13/2015,642105,4834412,Pool 08,14.9,0.94,0.04,10.6,94,Side channel,Silt/Clay/Sand,"S, E, & F",Dense,>50%
10/13/2015,640655,4837712,Pool 08,15.6,1.02,0.04,10.3,102,Impounded lake,Silt,S & E,Dense,>50%
10/13/2015,641055,4831312,Pool 08,13.5,1.53,0,8.5,105,Impounded lake,Silt,Submergent,Sparse,1 - 19%
10/13/2016,641654,4831911,Pool 08,13.5,1.34,0.11,9.3,96,Impounded lake,Silt,Submergent,Dense,>50%
10/13/2016,734408,4646800,Pool 13,15.2,0.9,0.1,8.6,42,Impounded lake,Silt/Clay/Sand,"S, E, & F",Sparse,20 - 49%
10/13/2016,737608,4644200,Pool 13,15.4,1.1,0.03,8.5,44,Impounded lake,Silt/Clay/Sand,Submergent,Sparse,1 - 19%
10/13/2017,735358,4659151,Pool 13,15.9,0.58,0,4.6,36,Side channel,Silt/Clay/Sand,"S, E, & F",Sparse,1 - 19%
10/13/2020,738158,4656501,Pool 13,14.3,0.8,0,8.7,44,Connected backwater,Silt/Clay/Sand,"S, E, & F",Sparse,20 - 49%
10/13/2020,737058,4660401,Pool 13,14.7,0.6,0,5.8,60,Connected backwater,Silt/Clay/Sand,Submergent,Sparse,20 - 49%
10/13/2022,640055,4842862,Pool 08,13.3,0.3,0.03,10.1,30,Side channel,Silt/Clay/Sand,"S, E, & F",Sparse,>50%
10/13/2022,639205,4849912,Pool 08,10.3,0.44,0,12.5,44,Connected backwater,Silt,"S, E, & F",Sparse,>50%
10/14/1998,641205,4843862,Pool 08,13.5,0.2,0,12.6,20,Side channel,Silt,S & E,Sparse,1 - 19%
10/14/1998,728208,4670751,Pool 13,14.9,0.2,0,10.5,20,Connected backwater,Silt,Floating,Sparse,1 - 19%
10/14/1999,640455,4838412,Pool 08,13.8,0.39,0.04,10.8,39,Side channel,Sand,Submergent,Sparse,>50%
10/14/1999,640105,4840512,Pool 08,13.7,0.43,0,12.4,43,Side channel,Silt/Clay/Sand,S & E,Sparse,1 - 19%
10/14/1999,577329,4916958,Pool 04,11.1,0.23,0,2.5,6,Connected backwater,Silt,S & E,Sparse,>50%
10/14/1999,640155,4839312,Pool 08,12.8,0.42,0,11.6,42,Connected backwater,Silt/Clay/Sand,Floating,Sparse,>50%
10/14/2005,585230,4911258,Pool 04,14,0.3,0,11.9,30,Side channel,Silt,"S, E, & F",Dense,>50%
10/14/2008,639205,4836162,Pool 08,16,0.58,0.11,9.4,58,Side channel,Sand,Emergent,Dense,1 - 19%
10/14/2008,640005,4834462,Pool 08,14.8,2.11,0.12,8.8,134,Side channel,Sand,Submergent,Sparse,20 - 49%
10/14/2008,640255,4832312,Pool 08,15.7,1.09,0.03,8.9,109,Impounded lake,Silt/Clay/Sand,Submergent,Dense,>50%
10/14/2008,640655,4832312,Pool 08,15.1,1.44,0.02,8.9,144,Impounded lake,Sand,Submergent,Dense,>50%
10/14/2010,639855,4843212,Pool 08,15,0.93,0.03,7,93,Connected backwater,Silt,"S, E, & F",Dense,>50%
10/14/2019,582430,4913508,Pool 04,10.8,1.09,0.08,10,53,Connected backwater,Silt,Emergent,Dense,>50%
10/14/2021,640005,4837962,Pool 08,16.5,0.51,0.02,7.1,51,Side channel,Silt,"S, E, & F",Sparse,20 - 49%
10/14/2021,640005,4840462,Pool 08,18.7,0.55,0,10.2,55,Side channel,Silt/Clay/Sand,"S, E, & F",Sparse,>50%
10/14/2021,540579,4936058,Pool 04,11.3,0.07,0,12,7,Connected backwater,Silt,Submergent,Sparse,>50%
10/14/2021,736208,4642601,Pool 13,17.1,0.57,0,4.5,57,Impounded lake,Silt/Clay/Sand,"S, E, & F",Dense,>50%
10/14/2021,734608,4646001,Pool 13,18.7,1.3,0.11,7.2,60,Impounded lake,Silt/Clay/Sand,Floating,Sparse,1 - 19%
10/14/2021,734408,4644601,Pool 13,18.4,0.92,0,6.9,86,Impounded lake,Silt/Clay/Sand,Submergent,Sparse,20 - 49%
10/14/2024,637755,4857412,Pool 08,9.3,0.2,0,9.7,20,Connected backwater,Silt,"S, E, & F",Dense,>50%
10/14/2024,636855,4853312,Pool 08,10.1,0.67,0,11.5,66,Isolated,Silt,"S, E, & F",Sparse,>50%
10/14/2024,637855,4853312,Pool 08,10.3,0.24,0,4.1,24,Isolated,Silt,S & E,Dense,>50%
10/15/1998,641405,4840662,Pool 08,13,1.4,0.1,12.1,71,Side channel,Hard,Emergent,Sparse,1 - 19%
10/15/1999,643055,4845912,Pool 08,13.9,0.56,0,11.6,56,Side channel,Sand,Submergent,Sparse,1 - 19%
10/15/1999,639405,4848912,Pool 08,13.7,0.97,0,10.1,58,Connected backwater,Silt/Clay/Sand,S & E,Sparse,1 - 19%
10/15/2001,641105,4842512,Pool 08,11.9,0.34,0,11.8,34,Side channel,Sand,Emergent,Dense,20 - 49%
10/15/2007,636855,4853312,Pool 08,11.5,0.58,0,4.8,58,Isolated,Silt,"S, E, & F",Dense,>50%
10/15/2008,639905,4838612,Pool 08,15.1,0.87,0.04,9,87,Side channel,Silt,"S, E, & F",Sparse,1 - 19%
10/15/2012,641255,4840562,Pool 08,9.9,0.51,0.04,13,51,Side channel,Silt/Clay/Sand,"S, E, & F",Sparse,20 - 49%
10/15/2012,641855,4849362,Pool 08,11.1,1.27,0,8.5,76,Side channel,Silt,"S, E, & F",Sparse,20 - 49%
10/15/2012,640655,4840812,Pool 08,8.7,0.27,0,5.6,27,Connected backwater,Silt,"S, E, & F",Dense,>50%
10/15/2012,641755,4849412,Pool 08,12.3,1.18,0,8.9,89,Connected backwater,Silt,"S, E, & F",Sparse,1 - 19%
10/15/2012,641305,4841312,Pool 08,9.2,0.4,0.03,11.8,40,Connected backwater,Silt/Clay/Sand,"S, E, & F",Dense,>50%
10/15/2012,738408,4644601,Pool 13,11.8,0.4,0,9.9,40,Impounded lake,Silt/Clay/Sand,"S, E, & F",Dense,>50%
10/15/2012,735408,4648601,Pool 13,13.3,0.5,0.03,11.5,24,Impounded lake,Silt/Clay/Sand,Submergent,Sparse,1 - 19%
10/15/2012,737408,4643601,Pool 13,11.5,0.97,0,8.4,97,Impounded lake,Silt/Clay/Sand,Submergent,Sparse,20 - 49%
10/15/2015,640255,4840312,Pool 08,15.2,0.37,0.03,12.6,37,Connected backwater,Silt,Submergent,Sparse,1 - 19%
10/15/2015,640105,4839312,Pool 08,12.6,0.35,0,3,35,Connected backwater,Silt,"S, E, & F",Dense,>50%
